variant,source,line_hash,actual,first,second,third,correct_first,correct_top3,covered,raw_shortlist_share,calibrated_first_probability
baseline,blogs,d2f91f0aa30aaca36dcbff211ea21f6493d14f1ef5c7ee9a924d0c040a726f3f,she,the,a,an,False,False,False,0.28050464829296495,0.22006173402738993
baseline,blogs,030cc88494a372ec903b9d8dbc4d82321be9d1abe5a3590c1ff39f2e07659057,very,like,so,too,False,False,True,0.39995446723198175,0.31408865511571993
baseline,blogs,e5e611c3874c92ee2d5336ce3cae4e71ed38279b1036eb0de947115f94e8a9e7,in,with,in,and,False,True,True,0.6523751780769751,0.5383177208923204
baseline,blogs,f22887a79045711e6619473fb6ab36200c34df510256b747b53d56b121c6cdda,outsider,first,above,beginning,False,False,False,0.05690667080237313,0.049739139973847
baseline,blogs,32d51d29bb5982c1c5cf9bd11da4a5aefa0e457e0b871fef2c77b8e52b03cb06,planning,traveling,in,going,False,False,True,0.1619035203849275,0.13018732097029403
baseline,blogs,c79566649093c6997456067f51102e7a3b88a8b6e3be841ee592c56ee0120ab5,two,the,life,this,False,False,True,0.20889170789917097,0.16560069174023795
baseline,blogs,e8b62f2c7df82807527f878f6e7378f673c92405a6e58f435563091f53414b16,on,you,and,in,False,False,True,0.18044445612727225,0.14415388790353656
baseline,blogs,3f29f2895a54c4f947df9b75235f5ff6141e45d3c579f7d1aa876c3e4346d690,dh,face,hand,eyes,False,False,False,0.08059118828322594,0.06831987532798786
baseline,blogs,da4e8b2025f1322e53f98531382c1dc9c262ed0218f1f727e910cd8943c11633,me,the,a,and,False,False,True,0.1310949758965191,0.10693068839984252
baseline,blogs,608a2d91765b25d0424e22e5d550ce075e3d2693c4bbc2f54d68b48307c2f47f,attention,thanks,blessing,blessings,False,False,True,0.20708167983635425,0.16423435840744718
baseline,blogs,e0f06c22c40951b0212550d225e11a10c362df6ed7dcfb4050cf2bd0fef69cbb,a,a,this,my,True,True,True,0.3227932592086049,0.25278254465270295
baseline,blogs,416c1fd615a42410857a5c5cd31afb0575849bc946f521f3a8a22e3ba18d10da,and,long,and,then,False,True,True,0.46826189077237135,0.3706136758673792
baseline,blogs,1bdb320129d6b48219da3d606a99b7aced74c7f0afe459c656a4d020a993b28c,are,try,continue,are,False,True,True,0.07679103580100304,0.06536771106606733
baseline,blogs,c704e10720c44d82fc9f4cc799a8bc6ab29001f53a44e1f116dc7de595e93c55,a,a,is,an,True,True,True,0.5136574963233768,0.40963695712837883
baseline,blogs,60f00474f1f5b6b9d857174f4d3c9ef54042ae11a0b56997f39b8021494ae3e3,floating,floating,alive,in,True,True,True,0.11006575981190263,0.09096215487779674
baseline,blogs,f1931e0a1a09ad9f7fe9b7f85d33a616fccce53aca1594e707ad8d2a88009e30,for,is,of,and,False,False,True,0.06541033408854181,0.056464580370579644
baseline,blogs,f605ab48eb9f6e75ed25305618f4ac142251bf4585a98c2f0c49c4997fe1162e,my,him,her,my,False,True,True,0.16701460215191097,0.1340380314001968
baseline,blogs,c6caf9143ba70430760bbd9e4b8e064555d35187d01b60e5cbb043a8fd20680a,that,not,have,a,False,False,True,0.5538573552348987,0.44533583586711756
baseline,blogs,e6c096c4da2459efa9391f41fe861a15b45465f233dcb1e5febe67518108427c,complicated,hard,weird,easy,False,False,True,0.08728501738461915,0.07349864307501247
baseline,blogs,8e7d36c8818406a2976bcb88c39facfadedee8909c345f93babbf3eb4c532ecd,beautiful,the,nature,water,False,False,True,0.18362339692370513,0.14654855391420152
baseline,blogs,dbba2b8c329525b83cab08be961931198dee618a5c28a85cede98c7243f30491,can,can,could,many,True,True,True,0.19369129302836055,0.1541349161842602
baseline,blogs,ff832cddd1c78f82a182e70d0738b8ae3422cbb83d77c1be2915a64de4175444,tub,same,car,classroom,False,False,True,0.18941990374550727,0.150915797451537
baseline,blogs,033ac800743c2f1a2d301e324f794603a725fcb1e241d8c6c3837c85af861800,ms,the,a,her,False,False,False,0.5720878788061012,0.4619181420353891
baseline,blogs,23ca519ac027d359b3ca758980692b6a044644086125e29b664a7e91b7e19c1c,progress,and,in,race,False,False,False,0.5182384896162822,0.41364808619915017
baseline,blogs,0dba3d5fd1ee8bca1e84bbeb85fdb2bcc0c0cf41fc18aeb79c6d80cb8ba31e31,was,was,is,took,True,True,True,0.32124025648490906,0.2515713273286721
baseline,blogs,97bb5822d129fb3eb7adce42c0c895349ca7017bb11f454f7724b47d10af3ed2,ice,local,office,house,False,False,False,0.08104535206909094,0.06867207959701875
baseline,blogs,389ad9e2a63a2d01a216546c0764f94d57246d2d809b282f089150f6a1adfd8a,i,i,my,we,True,True,True,0.5154744397969261,0.41122619262156807
baseline,blogs,9095b537064dc4f88baac7eaf6789dc5836c96c92020ed352c6746682cda5fd6,up,up,me,a,True,True,True,0.40827246477355444,0.3208466423039528
baseline,blogs,6f6ee0bd2bd91f5b1b850d9634f90c2998586c857792e9b6bf77e33348191795,now,the,i,we,False,False,True,0.21023769172471632,0.16661694183956857
baseline,blogs,9a0fff88100ce8e7e0a6271718f50f653fdeb450e876e1ef1d6eccff3eacb879,an,a,the,an,False,True,True,0.4412069058263809,0.34793465126207485
baseline,blogs,8ee6baaebd550b56f0349bffffd704f503cb1586fa811135d6adb34400742d9c,and,of,and,in,False,True,True,0.19906140508923434,0.15818360299037126
baseline,blogs,0c7d5a940479be26588ca6920df666245a3a3b448e983b0900b59370d4c8d8a7,setting,number,following,sum,False,False,False,0.020842134599799948,0.020021170519071426
baseline,blogs,e5134920708487ac87bd0e58c810776274e6ceb19a374b8d65b110fb70b20c33,mike,i,my,mike,False,True,True,0.22172052795573163,0.17529492015738118
baseline,blogs,85199273b8e1dc9d46a7c9c4d6dc2fb9963537d0900f890b536097e48d8c5af9,poking,the,a,my,False,False,False,0.48474749935929545,0.38463803852465184
baseline,blogs,a629b01ea97c59cc7a98b2a1cf2f67f3ac8bf54e4b08686266e551fa5996ab35,cease,seem,are,feel,False,False,True,0.2625317165951802,0.20630015995520526
baseline,blogs,5570bd4bca515da2f2356726628382c784226a467383a6d56da3135af30f532a,i,in,and,i,False,True,True,0.23253074867870002,0.1834802377758104
baseline,blogs,2ea360c297fdd1aa898d17f1a626aa9ad50640249b962ab0edc70ff49e3e450b,asking,waiting,here,asking,False,True,True,0.05713346988605831,0.04991945864092148
baseline,blogs,0dd444ea8484834e006c8b88682df708b4772064da0f64c7a608fb4ca2e8f9fb,menu,first,model,company,False,False,False,0.04531667225334737,0.04044219955698566
baseline,blogs,9a731965cee0ce3c1a6782dfd6d059fc106be4940749a59599ab590b6213245d,in,there,in,around,False,True,True,0.0777743789800161,0.06613252825503856
baseline,blogs,d028c6f58f19f76f23cd334eda3176765b0a44de833fcfa1a609cc8795fb4143,water,the,a,water,False,True,True,0.14404150723135467,0.11671697704153178
baseline,blogs,5962d5916b022f9377803117a728b15ca7c1c4c00fdd27220ab53009c907e531,read,read,check,listen,True,True,True,0.33432689208032734,0.26180306459387415
baseline,blogs,114d8046ba091f4f1d654bc1276e25a86447d9bdb0a3ab95196900731f024979,new,is,and,the,False,False,True,0.12889449710513748,0.10526455630531306
baseline,blogs,c2a6b4b88842045a089011b9b3f7809902554f2155233940383070c3de974004,whoever,all,the,those,False,False,True,0.20285623081228224,0.1610458739096977
baseline,blogs,8f17f93370ec805da5d4f08104034d9d61c141aef657162482a097a518b5af73,you,around,of,and,False,False,True,0.1793959512192908,0.1433641033453804
baseline,blogs,30b112979ce36bf0a51039eb96f2c8bd541a76200a07a4fdb3c0ab4ff31b457f,dummy,ability,talent,skill,False,False,False,0.08349186086419881,0.07056720031666139
baseline,blogs,0171905125a83f19a1de528c847d6aaa4ee6c8ed5df0b582bf9f5551828ea6bc,to,to,you,that,True,True,True,0.4448068008954729,0.3509291763623508
baseline,blogs,b3a05cd9a504ca8469047aea6c01f1a0018389df8276b1e9b87e10cae8385823,help,get,help,make,False,True,True,0.10167028849598492,0.08455095151508898
baseline,blogs,571f41701cd47937e75899a1fe09e0bd615336ce939c76da1553cd8af565a275,jesus,you,it,i,False,False,False,0.3186967107586526,0.24958926014176488
baseline,blogs,5cc7828c47162190818d0cd0468408ac713e9043d6a90d988937ae7f7f511508,restless,like,a,lonely,False,False,False,0.33350331050684473,0.26115743257717766
baseline,blogs,220b0dcb3c68d3fd85e7eca886d962a2919bee4a0d653cadca4a0e76e2747679,that,not,the,more,False,False,True,0.2825221194377521,0.22161137902712416
baseline,blogs,b94b765fe46307b3237edeb9e52fe5e3bd26129919988b85ed6d1f8d5b6c2fa4,them,them,the,on,True,True,True,0.8436079376594106,0.751547851147702
baseline,blogs,265f809aa96c5b088c5fbb924fbf9166f54f16ea0ed53165a90d79bc73422ebf,and,the,and,against,False,True,True,0.21239123385082342,0.1682433060415535
baseline,blogs,a19de5f194d1999ad8ec6ed845338fa1a71382deea6db1071696b3dacc9152d7,if,in,up,if,False,True,True,0.4101102390289049,0.3223441206261387
baseline,blogs,96591a44bc0310c0f302500380ac5f92491cf865e13f02b8477ba4f82026dd59,growth,proportion,number,portion,False,False,True,0.4546338112092941,0.35913922112593205
baseline,blogs,90422b00d50b4d297a4961eb5257358a0c454e8ae00455462d86e409b5ce3dfb,last,last,past,decade,True,True,True,0.22706138035628112,0.1793368321397838
baseline,blogs,d66341c14c9691990e32f19a4ae134036cc3a6e85053008e637ef46b0ce9c689,that,who,and,i,False,False,True,0.2639584977363051,0.20738989333337982
baseline,blogs,33892377b298ef285af57b2abb7756872742f4afb3e0397ee7689c26e00b7a05,if,the,when,they,False,False,True,0.11796769397286518,0.09697568738193083
baseline,blogs,80d4a9c1baa4d6c78ba7fc5a0bd249c5a1600c9266491ec7c587ce18340a7e2f,failings,problems,injustice,institutions,False,False,False,0.1519392025784635,0.12267618852458866
baseline,blogs,e62679c84b60b1d710055495f0224990906fe9b488e3b79d1a2c7b6f74a1e173,providence,beings,powers,providence,False,True,True,0.15224794087289453,0.12290902408738745
baseline,blogs,912a9bcd9e13a088a4782f6a68339ea20a0b7e53003792461db691024f010379,i,i,it,it's,True,True,True,0.29257944439710126,0.22935243363401359
baseline,blogs,7b1eafae75a4662528e82d20d4d9f5fbddcafdf8ed62706b245aef8cf1fecbfd,it,association,and,society,False,False,True,0.0668188838730089,0.0575720823069715
baseline,blogs,e58b6c39c2875f523c79c89c5e3f2094c57ee94338dd92137570a6415788ef9c,in,in,on,at,True,True,True,0.2946268782738246,0.23093168066111078
baseline,blogs,fc28c3c2e18347b795a37366a0947c60f078fc55a0987063d4aeb0ebd0208937,some,the,that,a,False,False,True,0.36645013862343667,0.2871789924507147
baseline,blogs,64498c88f86a0eb22eb5c649e919abb3217fbe85d06a6930833893bd92b9ab39,our,a,the,an,False,False,True,0.3884029505840594,0.3047559446259673
baseline,blogs,5c81403ef4577db0e2664186718b9e3bfaca53621f604079962818740d6c4a2c,apply,install,apply,implement,False,True,True,0.6490269632024127,0.5350103948909971
baseline,blogs,3c504cc725df1ed1758359b18c6d439899cc3d755fbc981d173032f0b25818f9,eyes,case,own,opinion,False,False,True,0.3116324887735065,0.24409525659177178
baseline,blogs,8c9ad7375c58c53c874bdb7a6d570383cc82035c6d24e41d4335ff31beac30a1,jason's,and,we,in,False,False,False,0.4478541600551468,0.3534695026298514
baseline,blogs,efcf096e9de8f0d3f48aceb3278b6ad7b63b7e9a80a645697e6d110edf860b3a,that,for,and,to,False,False,True,0.2428801498550552,0.1913336197353948
baseline,blogs,793e677174f2ea84689368bc8057624f5a6ea85b1fc940ab8ab4ed7ccdc81c48,in,and,for,she,False,False,True,0.13218497395787362,0.10775566269679458
baseline,blogs,a8f3b530be570a812fe4116e8f8d2cb4fbf210673eb88091e9338279f2345913,exclusion,exclusion,point,detriment,True,True,True,0.6368183173443631,0.5230464599588457
baseline,blogs,8681564a4bdae7af0dddf65cbd86b5fd2627b8b7847527244d99d030d632a5dd,seven,this,the,a,False,False,False,0.1504233048351726,0.12153284969817595
baseline,blogs,f0cc91b16c744c2f1990fd318f765ba5510106cac1d9e2dbf4d923d060430a0f,single,star,bright,tiny,False,False,True,0.3387617367005999,0.26528376373762264
baseline,blogs,ef0283df78f917113e65181b534324b3af7e4e0a9f867cb8565e3be5952c26ed,state,state,county,park,True,True,True,0.1659231294108739,0.13321578850533242
baseline,blogs,9a5588c723b618b7464f23fff008c3a5786dce9d8d0e905907f95072a6557a3f,being,from,rose,he,False,False,True,0.2386453941118268,0.1881180103156023
baseline,blogs,0d3c480d1a7a66fb7a77442e178908206ff94d518916d5dc00f21f65e502dab1,coffee,night,black,of,False,False,False,0.21076730738840244,0.16701686486238781
baseline,blogs,b52040e2461293178ed30e48d467604137a6e702eb2e2d82b17246f385b4fea0,consuming,consuming,for,to,True,True,True,0.688168407628676,0.5744205230937911
baseline,blogs,3d8afb78552a9f33529100cfc87e4e444c045098b23e8c4b5138828c5eb15aa9,care,care,know,want,True,True,True,0.26379080888514933,0.20726179426567046
baseline,blogs,6b6e15b297f56bd22c19141a7ea18144b0eec15afc47eecb98b271a06ce42b77,future,future,term,distant,True,True,True,0.9959910362982126,0.9896964923968351
baseline,blogs,766e5605d78614dd2cfb6715df8eb37245f69f25842f7d9eb460351fcb87c457,the,a,the,my,False,True,True,0.2524294845315066,0.1985967684915677
baseline,blogs,cf966ee7eb7ddf40ea06f1d9b88fce4ff2a765cd21a8cbfc6d5e40677b210fd1,water,a,the,an,False,False,False,0.32320546289086416,0.25310416314905665
baseline,blogs,380151331d5651a80766596d8af701bbbce0100376a4413059e8355d598be4df,note,of,and,one,False,False,True,0.08188390559135875,0.06932204627887864
baseline,blogs,132653be9b820f450a6af61da4bfb35a479aee77221617b80cf4f985ddd16e33,people,water,bride,congregation,False,False,True,0.10943274956142182,0.09047960244167863
baseline,blogs,dcf7a9856128e198845f68bebe511c4c961c254d936d3bcbabcbce7f6d7b16fe,weeks,is,was,can,False,False,False,0.306332292229058,0.23998333682785453
baseline,blogs,8678aa57de80814f75191543e22808491dc4793aea56d0db772e8480ab3c992e,colour,foods,number,fruits,False,False,True,0.1680008482568461,0.13478097506291142
baseline,blogs,a37c6710f406b1d6459104b35eb787af124fea6b37a62c72bd1161654aa4a87f,psychological,wide,range,variety,False,False,True,0.24353319687482067,0.1918297833624355
baseline,blogs,3915816b47f242a5edb835a3c12b5bf148f8f91cc7ee1df1b0fec0147e1ec696,paypal,button,order,add,False,False,True,0.1494432069834792,0.12079351587373294
baseline,blogs,011276a82531e9c2ce93e480d15bd67139e494969cb6aae6df36325510128050,read,wait,see,watch,False,False,True,0.22075556429027418,0.17456505169953865
baseline,blogs,09ff6be2d3f5fb7063cb5d8611721a0f4d2e7a9f82eb1b9172625e9060932cab,my,he,i,the,False,False,True,0.29137291000312965,0.2284223389397057
baseline,blogs,9ea0778d59e1a7a2ce876886ea9f36db597eac0b4a3d24be48009a157a24e962,as,available,announced,added,False,False,True,0.2714207109350054,0.2130967862390112
baseline,blogs,6a35d1fc81ca50b2541207e32254a44b126a8afcf9ca2ad9c2323bd7f6aba4a0,i,i,that,you,True,True,True,0.2667540290339736,0.2095263498854421
baseline,blogs,42482e6b8213044866c70a631e8a99340a8e47709a90799d482e055719b4834f,though,and,to,back,False,False,False,0.11826693047715657,0.0972030660865314
baseline,blogs,76d1b2f692ad4cb44105dd11b60e54c48ab3a8d1e706031d93a101978d8e9cac,smell,it,the,she,False,False,True,0.22258474206793374,0.175948687971443
baseline,blogs,aebf4b8ab3e941deb8cb9c5df1be0c10cc0f045a9615bc61a3852481d39c5958,automobile,accident,he,i,False,False,True,0.30965734086544466,0.2425619255763246
baseline,blogs,1228d024113c72920b5be338cac620bc0f0fce92d7ed3b0247a655f28d30d376,and,and,in,i,True,True,True,0.42203293204231723,0.33209857806416326
baseline,blogs,54b592e2f1b03b980bf268ad69bb5efc0e9a0a66256143093b0d61e3e479f4a4,fell,had,owned,worked,False,False,True,0.32997754385921607,0.2583961172732021
baseline,blogs,d04ddc62623b3ffa828978a2e7d7cb7cf80d3c3bcae40988ed4a3ea44fa41c89,territory,territory,cities,soil,True,True,True,0.6133816041751652,0.5004828832863388
baseline,blogs,841fb6b472290dda0b8570ef16d33763867f818fa99d3fdba8bf8847f2a576cf,maono,is,was,has,False,False,False,0.22606521359860987,0.17858264242022356
baseline,blogs,259fdfda25226b5f77a77e8f5fff396fcf88d89696e7c7727f7d1b0ff8b72576,on,to,i,tomorrow,False,False,True,0.16074654909054883,0.12931550305485787
baseline,blogs,60feb01e209df25301b2890633e2d92b5b6eb48b9b8510b74f3bead9a40a8dac,weekend,day,easter,time,False,False,True,0.38467318082436597,0.30175521109432646
baseline,blogs,e23c6f709e4d6af4e83f1f442280b8a75d0430e0c70b11eb68c02d4b6769de37,love,one,serve,defend,False,False,True,0.15054456597153726,0.121624316391652
baseline,blogs,266fede518a214fc22383ba8521f00eea7e696c3cf3abff87e2b884bda55c2a4,like,like,love,rather,True,True,True,0.38379320234262987,0.3010481170606402
baseline,blogs,0a7629b21b5a8181f60c476eaedf3b7a34c00cbf96ce10f05f0cd771229479ae,bought,is,of,in,False,False,True,0.061764643255368845,0.0535898380472153
baseline,blogs,7fb0f3152c72c6bd491f2ae9084e66f57da9f6a79ff370ed31df5d0222a7902f,place,place,effect,force,True,True,True,0.8629011240140434,0.7766381541895667
baseline,blogs,e473b767990803debb5fde80e72e2eed33c25ee5830c1d5b26f1275a50d7bddb,of,of,and,are,True,True,True,0.5767851793985901,0.4662331153427029
baseline,blogs,c368c94dbb5617fc54293adb2c21997ccf1838f2925a0eace07d0cf4bb43cec5,today,is,t,and,False,False,False,0.12298056042402176,0.10078178415131538
baseline,blogs,88fe4b5d32593e719eefc745c092482f37e283ab823913a652ab579225bfa0c2,posts,by,of,from,False,False,False,0.16825571953443932,0.13497296679507986
baseline,blogs,1e59a84d15df239dae120f2f6afee030050c2ccccfc450c762c72bba8edcca77,for,for,and,that,True,True,True,0.6079894265402889,0.4953634350570431
baseline,blogs,6bdd04102e965920edcd5ba9cedc950f346ba7fccdc69ccd9403791e269038e1,a,and,the,she,False,False,True,0.14026138599491297,0.11386214590026324
baseline,blogs,399070798737101e2439c58cfa441385daa6e73f19157007ed21a54918a92533,view,up,look,view,False,True,True,0.4851992534519316,0.3850246388728123
baseline,blogs,2e6b271fa481bd8dbe88f941e01f12ed6ec31109e3c66cff293c2282e5f2731a,cup,more,desserts,a,False,False,False,0.07904792901770205,0.06712211262240693
baseline,blogs,d915abeb076b8b2c1d1ea955087f3b880a6ff1aa38b263d491c992bcfdef69b3,need,problem,need,matter,False,True,True,0.3539474800340525,0.27725620137275664
baseline,blogs,33b74ef57ea7f2bf4fbc317109dbf8681e6c1946bfa1346144d45537cd92d3ba,been,been,seen,had,True,True,True,0.30528115460143135,0.23916886797043707
baseline,blogs,29c181356897e4a269e86000201212346f6f487b6190a18f6fe775b2fbcd2c9b,stomach,about,you,that,False,False,False,0.10412766466091994,0.08643014352884355
baseline,blogs,e4eee6c45a6be8cecd8017d721fdadc7353007fd87945c31e4f03179af9c4ccb,simultaneous,the,a,and,False,False,False,0.185762243587804,0.14815987825247728
baseline,blogs,cc7633834185af7a7d7d0303efa487f76ef9bc846ebaeaed22711c62ae1c25b6,unusual,interesting,old,amazing,False,False,True,0.07415103337884282,0.0633111179308206
baseline,blogs,3562d90b1dfd2fbef92bc465910705cbf75fd71329f37aa85d8fd79b365b455b,one,of,to,at,False,False,True,0.5052348227218344,0.40229840067083045
baseline,blogs,2623f807463a9a0bdfa4a32fbc56e544887109db7081b7088a35fddbccf75a82,no,the,you,a,False,False,True,0.17552006492163466,0.14044470657510916
baseline,blogs,437192c3d3332892174c55a1a6f0722b16ba736aab517b0e74a402063b383cf5,saving,and,for,as,False,False,True,0.12475591619596424,0.1021283058328529
baseline,blogs,3dc3ae7ce366d8ad00b3e6231235fc0208240a5f990b3d5da3d9141fe1d69e06,came,sites,read,i,False,False,True,0.08301522030235257,0.07019826299109844
baseline,blogs,fac64ad62b903d31edde065fa6c5838d7d05877a4c1d2400a7d01397e7d6fe4f,keep,write,read,help,False,False,True,0.0824961574163111,0.06979633720143613
baseline,blogs,444ca887e0de8d2491d86796fb00c7ac00ca1b0438d2d5dfeb3ca26d49fc2fb9,she,i,the,we,False,False,True,0.15680002264017562,0.1263411095034051
baseline,blogs,059d17a473c8eb9770ee17470af140bae59b44914119b94cf5876384d5223a48,pretend,do,live,have,False,False,True,0.16437189014925896,0.13204712214787825
baseline,blogs,12e07e0228069a6f9ee4057ab089930dd699844331494ba4ad688f844895d7d8,on,a,your,the,False,False,True,0.12045626708347025,0.09886595651137353
baseline,blogs,4f0c405e6c2da1f9796882288a2bd2a31e7f030bd916871a069b012f0eb52596,of,of,but,and,True,True,True,0.6475185946429507,0.5335241776623815
baseline,blogs,83192e1b18622b1d3a5496266e8bffaf468c61d3d69047dc847e5f52609a0af8,award,awards,award,in,False,True,True,0.2664330188591003,0.20928093178657958
baseline,blogs,f619954d93b5a63d18f67ef8e79ac4c3e80faeb234ba7118875125648f9db9ff,josephine,movie,horror,film,False,False,False,0.1308531155263993,0.1067476046022638
baseline,blogs,d96b8c49a6a95c8285af5a016292abd52e6bd696865800e990c2f26eeb46b706,premise,idea,story,whole,False,False,True,0.10599483080865568,0.08785650066771276
baseline,blogs,eed4781c96a2b36eadad1d50dd68ad56023fef00cafbddf6155c68ae281c5bad,about,of,that,i,False,False,True,0.38891823580149987,0.3051709878391234
baseline,blogs,e9526a4b5ac4c32f1b60e0f46114928b0a0945b7718f1e4e540dadaf17c35052,words,that,about,of,False,False,True,0.10996711486774693,0.09088696498057941
baseline,blogs,6ac52741fd5ba122f4c85946a25a4b0e9121b0d1af4d2e07ae7c8e93dfcb7de8,a,a,gonna,so,True,True,True,0.14857020577208477,0.1201348917662805
baseline,blogs,ec86d5ee0b6b36e856d721b33059abd923ac7e7655d1104a0288f9ac0ba0af12,just,the,just,on,False,True,True,0.18622096290982604,0.14850547904807984
baseline,blogs,f8b46e89b363d0785de429dc825f6fcab03c103d4e43b2b9f8ce8f7162c15d11,would,know,can,have,False,False,True,0.31305566770931786,0.24520083417793984
baseline,blogs,0824841e4ac5cdda2319e379919706db03756596a8e7b92c08a5fccff6a28b65,believe,i,a,have,False,False,True,0.4077695630672696,0.3204371399541621
baseline,blogs,9e9b387fd2b987d80f80c38490b1d574649363acbf335bdea15cb11d0ee5f9ff,colette,of,in,is,False,False,False,0.1928817947474817,0.15352476644868157
baseline,blogs,268dd24058a42a54059f344197ddb342fd1b0c2ea8934fa2e224653c3425748d,prevented,in,to,dissolved,False,False,False,0.6461115756886828,0.5321398965956082
baseline,news,13d63f35df9aa8b41a4456b3e692515b73a3d250a43f7343edc8804ce58e5004,would,can,want,could,False,False,True,0.4221808111337984,0.3322200005723686
baseline,news,6c9bd39cf42dd1648189c944a0752d6f6eab92f83fcf33c40a7ab545b929b8ae,major,new,court,lawsuit,False,False,True,0.04724753344462121,0.042003282707861765
baseline,news,91ae3be86668ce9f9d64307a0d984a6b757b5150faa3700ff24276210c83398c,of,of,from,i,True,True,True,0.6898341406073709,0.5761354778385636
baseline,news,2ef1c0d7890e1ea26b75378daa86d8e162b6b0efb5d6500ee630c843bf0b661d,the,the,a,my,True,True,True,0.545411985391657,0.4377398128451155
baseline,news,bc8f9d8bbf8afbce37bd53428c578ec833fe4bb9213433c37429852d6e9c5954,mega,high,breaking,winning,False,False,False,0.09748302264840161,0.08134340222486916
baseline,news,976921b63702ec9eb74280c808f485ff87aa95c291904b06da401d9571076f33,network,and,program,project,False,False,True,0.11000456102775283,0.0909155078445696
baseline,news,64a7bcafb7cf7a4710591b9bd3d49f2e17e49e23b42e2efc4993d90028338740,there,with,in,when,False,False,True,0.13744469386729485,0.11173364040566602
baseline,news,c8a8c96098742cdf54009291deb4abc9df803d2e1588daa582b8e1fee6d1a180,evening,art,annual,artist,False,False,True,0.1521786945395658,0.12285680254468018
baseline,news,9e2c30ae5112e53cc432c79a7e84530858a5353497525ceeb02a4526da2af011,cantu,that,on,in,False,False,False,0.34152980672870886,0.2674598257980493
baseline,news,75f77bd8bc5a05962b83c1733dc49850d23fe01a51580f7e13cc0960c55ff108,good,good,new,lot,True,True,True,0.17226020675376158,0.1379893423331302
baseline,news,fa8f9574f082316638df027b60cf2a6e4945c8d0f4baecf46e51cf346d874567,huddle,back,air,neck,False,False,False,0.18034854382410512,0.14408164136814142
baseline,news,e0be954e76f16980b32c677f72dc0f3921bad6779c0cec7e310369c12b33340f,as,so,trying,in,False,False,True,0.07108139363372401,0.06091352523744385
baseline,news,69e7540725ba812e1a69c2e893806824c5da6081a0b7611e4a8dfb4b3911a32d,guts,a,been,no,False,False,False,0.11874785257425625,0.09756845166773068
baseline,news,90b14eef6a1040bbcf1b7ded6758e98c2ab65fa8ba06072f064883d8f46cf5ae,have,was,were,is,False,False,True,0.41718426440747636,0.3281233422429838
baseline,news,8453f08ed1eeed24ae24309065c643d84da79f0a9fa6c8d6ddcfb56e65f67539,one,to,that,the,False,False,True,0.39216934426699346,0.30779233584858806
baseline,news,5a94fdef97c4a5a5e2515517dbbc6ae1d5d8b384aab1a0cc6c8ce62eacb1cef0,hendershott,of,the,that,False,False,False,0.31708843743684323,0.2483370820292914
baseline,news,9a6c5c2c80387c834b32e725f834bfc998145475f2290d6fb6cbf465acae7e32,readers,readers,reading,reader,True,True,True,0.9393817659715017,0.8869267468201918
baseline,news,1b4f9e6e6ff2f1421d590f22344e0f35ac6d2b1380b79d5ed94bb15c6d6935d8,the,the,a,two,True,True,True,0.7421983910802173,0.6318015435048402
baseline,news,fc64fa981dd8fa35ce46ff13ebe8497706cd003d293fb3ddd8e24193d5260751,victims,the,they,soldiers,False,False,True,0.20173502955136657,0.16020008303496322
baseline,news,c745673b2a61e5bef3b94f97e357f2992b18de7386c96b633210e302a6772d79,products,techniques,skills,services,False,False,True,0.3166339479592782,0.24798337280726918
baseline,news,ff6f38afeb05c97e9b09cd73f6069f64cb0009ff28b24eed4c34d2dea789c094,why,it,he,that,False,False,True,0.2175570543595673,0.17214664089819406
baseline,news,afd65beccdd13930de3882eb504f6d7147343352d7b2984315370d300ac7354c,it,to,the,a,False,False,True,0.7493607618329,0.6397005736274889
baseline,news,2f169f7eabf246bd93b0166eb8f6af85340ba8637932c878752e1581f901eca5,township,on,in,from,False,False,True,0.09930231923194902,0.0827379087181622
baseline,news,e8d064f5e54f3ea82b6b61e3b5709a27ad55535adda3f8920d3c1287163ddc19,such,resolving,the,such,False,True,True,0.1640583665005671,0.13181091050762608
baseline,news,4ff4642e0d1000f67d3050fb86f9766748b6489e2702544d2351aa42afa34d9b,why,m,ember,the,False,False,False,0.17473183343625215,0.13985100390013455
baseline,news,32b4e5167c4f01573332403c6798c204ad2bf374f3c37145b77886e3e3cd6258,works,is,not,in,False,False,False,0.11502794199527842,0.09474058961088545
baseline,news,bf149ae80f8b1f9c5c2d60fc2965be28cdcceeee20423dbac7cf591e472b9b24,with,and,in,on,False,False,True,0.2875856517724077,0.2255053805068255
baseline,news,c00d2070fb63872c0339782bf05e8f91fc63a28cb508b90c4a548ac72851c4e5,count,be,get,handle,False,False,True,0.14310670469496117,0.1160111643375714
baseline,news,15a24f07ad28f98a3aafa38c6c99bd9fe2b2b80f6bcc0829a43371817f70874b,country,things,foods,food,False,False,True,0.0808851881726925,0.06854788693639124
baseline,news,9bf889ddee92514878cf6394402c04837746dfec70a4a9000fadbdd0a86c7b1f,local,local,tourism,organizations,True,True,True,0.2180805940329255,0.17254240555068992
baseline,news,fca222f8e24fa90fd3f3c049233458fd006949e5640f178eafcf2ee06cd9a3fa,for,for,that,of,True,True,True,0.26511732255368375,0.2082753010473197
