source,line_hash,target,arm,canonical_tokens,target_in_training_vocabulary,target_present,original_rank,diagnostic_rank,category,target_score,third_other_word,third_other_score,margin_to_top3,candidate_count,diagnostic_candidate_count,fp32_checked,fp32_diagnostic_rank,fp32_margin
blogs,0ea53809eccb3a953b4e8be7cf5159b0b7a3653187b3d59177b599770d546c1c,that,baseline,1,True,True,1,1,already_top3,-1.4901466369628906,made,-2.802051544189453,1.3119049072265625,256,256,False,,
blogs,0ea53809eccb3a953b4e8be7cf5159b0b7a3653187b3d59177b599770d546c1c,that,beam16,1,True,True,1,1,already_top3,-1.4901466369628906,made,-2.802051544189453,1.3119049072265625,384,384,False,,
blogs,285c8d26edf037e359c00d0152bf525bced924549c300a89327df90b43ab0112,after,baseline,1,True,True,26,26,covered_below_top3,-6.053745269775391,is,-3.7361679077148438,-2.317577362060547,249,249,False,,
blogs,285c8d26edf037e359c00d0152bf525bced924549c300a89327df90b43ab0112,after,beam16,1,True,True,26,26,covered_below_top3,-6.053745269775391,is,-3.7361679077148438,-2.317577362060547,377,377,False,,
blogs,dc0990e106cfefb238974b070a67cb06aa19ab22ca4c1d7b2568b2ac48840f55,thy,baseline,1,True,False,,253,missing_still_below_top3,-11.505590438842773,but,-4.390985488891602,-7.114604949951172,260,261,False,,
blogs,dc0990e106cfefb238974b070a67cb06aa19ab22ca4c1d7b2568b2ac48840f55,thy,beam16,1,True,False,,349,missing_still_below_top3,-11.505590438842773,but,-4.390985488891602,-7.114604949951172,388,389,False,,
blogs,2310f9018f334d5cea26c51572604ee994ba0f75067ad4e55f60b051720eb666,choices,baseline,1,True,True,1,1,already_top3,-0.23593521118164062,selections,-4.032833099365234,3.7968978881835938,258,258,False,,
blogs,2310f9018f334d5cea26c51572604ee994ba0f75067ad4e55f60b051720eb666,choices,beam16,1,True,True,1,1,already_top3,-0.23593521118164062,selections,-4.032833099365234,3.7968978881835938,386,386,False,,
blogs,ed1730a70dd632b9c1f59f50100c1039da72f55f8cb9f7da3fdf1d49c9e04fb0,of,baseline,1,True,True,1,1,already_top3,-0.022365570068359375,size,-6.600931167602539,6.57856559753418,260,260,False,,
blogs,ed1730a70dd632b9c1f59f50100c1039da72f55f8cb9f7da3fdf1d49c9e04fb0,of,beam16,1,True,True,1,1,already_top3,-0.022365570068359375,size,-6.600931167602539,6.57856559753418,388,388,False,,
blogs,b91c60eefa07efc8d8c766b76dd128ca4a516d7c24cf713f1b5f3064169935e2,love,baseline,1,True,True,24,24,covered_below_top3,-6.376705169677734,need,-4.016460418701172,-2.3602447509765625,257,257,False,,
blogs,b91c60eefa07efc8d8c766b76dd128ca4a516d7c24cf713f1b5f3064169935e2,love,beam16,1,True,True,24,24,covered_below_top3,-6.376705169677734,need,-4.016460418701172,-2.3602447509765625,383,383,False,,
blogs,0c6dd475cb7252e558272ed5476de7ec6792bdc4fde6bbede235965bfe6f5080,if,baseline,1,True,True,6,6,covered_below_top3,-3.439685821533203,it's,-2.6994094848632812,-0.7402763366699219,258,258,False,,
blogs,0c6dd475cb7252e558272ed5476de7ec6792bdc4fde6bbede235965bfe6f5080,if,beam16,1,True,True,7,7,covered_below_top3,-3.439685821533203,it's,-2.6994094848632812,-0.7402763366699219,384,384,False,,
blogs,b04ed46d0f25dfef118ccab2a0ea2635e5d2c55ad0a77ed20858623e46b686ed,nelly,baseline,2,True,False,,257,missing_still_below_top3,-13.587738037109375,in,-3.3293228149414062,-10.258415222167969,256,257,False,,
blogs,b04ed46d0f25dfef118ccab2a0ea2635e5d2c55ad0a77ed20858623e46b686ed,nelly,beam16,2,True,False,,357,missing_still_below_top3,-13.587738037109375,in,-3.3293228149414062,-10.258415222167969,384,385,False,,
blogs,d4b71e71cae5e44e4118081553ec5530ee80dce7a886c85749d9e45377fe699c,simply,baseline,1,True,True,27,27,covered_below_top3,-5.415349960327148,much,-2.7590408325195312,-2.656309127807617,261,261,False,,
blogs,d4b71e71cae5e44e4118081553ec5530ee80dce7a886c85749d9e45377fe699c,simply,beam16,1,True,True,27,27,covered_below_top3,-5.415349960327148,much,-2.7590408325195312,-2.656309127807617,389,389,False,,
blogs,819892f3f9c07c0b6ecc3bbfde5dc87757f4a7c446f8bf6430a38284ec3786f2,shop,baseline,1,True,True,29,29,covered_below_top3,-6.773248672485352,house,-1.6599617004394531,-5.113286972045898,267,267,False,,
blogs,819892f3f9c07c0b6ecc3bbfde5dc87757f4a7c446f8bf6430a38284ec3786f2,shop,beam16,1,True,True,29,29,covered_below_top3,-6.773248672485352,house,-1.6599617004394531,-5.113286972045898,395,395,False,,
blogs,b5b776f2980c8378cb1f2834e76e814863e4b7411f5de5b9493cbf1430db1fda,together,baseline,1,True,True,26,26,covered_below_top3,-5.861413955688477,the,-1.9866390228271484,-3.874774932861328,256,256,False,,
blogs,b5b776f2980c8378cb1f2834e76e814863e4b7411f5de5b9493cbf1430db1fda,together,beam16,1,True,True,26,26,covered_below_top3,-5.861413955688477,the,-1.9866390228271484,-3.874774932861328,384,384,False,,
blogs,181e694b77fc212dac9d06987bbeeffa7e9aaf649b8a06eb3cd97de3ecf0d4a2,be,baseline,1,True,True,27,27,covered_below_top3,-5.559719085693359,i,-3.630229949951172,-1.9294891357421875,255,255,False,,
blogs,181e694b77fc212dac9d06987bbeeffa7e9aaf649b8a06eb3cd97de3ecf0d4a2,be,beam16,1,True,True,28,28,covered_below_top3,-5.559719085693359,i,-3.630229949951172,-1.9294891357421875,383,383,False,,
blogs,816866080550f09f99095e912c60005960caff3b6aeaeca9f6f643f77caf856e,a,baseline,1,True,True,2,2,already_top3,-2.0646438598632812,some,-3.7208328247070312,1.65618896484375,256,256,False,,
blogs,816866080550f09f99095e912c60005960caff3b6aeaeca9f6f643f77caf856e,a,beam16,1,True,True,2,2,already_top3,-2.0646438598632812,some,-3.7208328247070312,1.65618896484375,384,384,False,,
blogs,b40e9b17841eed5a6bf44e893dd5557121bd34ddea8bbfc9b36047d0f351938e,think,baseline,1,True,True,7,7,covered_below_top3,-5.384197235107422,need,-4.016460418701172,-1.36773681640625,257,257,False,,
blogs,b40e9b17841eed5a6bf44e893dd5557121bd34ddea8bbfc9b36047d0f351938e,think,beam16,1,True,True,7,7,covered_below_top3,-5.384197235107422,need,-4.016460418701172,-1.36773681640625,383,383,False,,
blogs,2bde01ba2ca285280be21974bb2e818ec57704b1a06bd18594851fa19afa68f3,comment,baseline,1,True,True,1,1,already_top3,-1.2681655883789062,remark,-2.9399070739746094,1.6717414855957031,267,267,False,,
blogs,2bde01ba2ca285280be21974bb2e818ec57704b1a06bd18594851fa19afa68f3,comment,beam16,1,True,True,1,1,already_top3,-1.2681655883789062,remark,-2.9399070739746094,1.6717414855957031,395,395,False,,
blogs,0df4a64477ae5b424ff425316f9868d2cd3af3672519dbcb50a7eaec81655be2,southern,baseline,1,True,True,22,22,covered_below_top3,-5.772106170654297,new,-4.245769500732422,-1.526336669921875,261,261,False,,
blogs,0df4a64477ae5b424ff425316f9868d2cd3af3672519dbcb50a7eaec81655be2,southern,beam16,1,True,True,24,24,covered_below_top3,-5.772106170654297,new,-4.245769500732422,-1.526336669921875,387,387,False,,
blogs,75b9bc23fa68a45c5cbb5357bdd745a44b141fe9cd1baca335426cb31bd26ac2,to,baseline,1,True,True,9,9,covered_below_top3,-4.323650360107422,but,-2.6984939575195312,-1.6251564025878906,256,256,False,,
blogs,75b9bc23fa68a45c5cbb5357bdd745a44b141fe9cd1baca335426cb31bd26ac2,to,beam16,1,True,True,9,9,covered_below_top3,-4.323650360107422,but,-2.6984939575195312,-1.6251564025878906,383,383,False,,
blogs,41c11852c3d7f62f07a039d1a1353a98b852abb90e4cec23d5d062f5956925c3,but,baseline,1,True,True,1,1,already_top3,-1.4975776672363281,as,-2.7448577880859375,1.2472801208496094,267,267,False,,
blogs,41c11852c3d7f62f07a039d1a1353a98b852abb90e4cec23d5d062f5956925c3,but,beam16,1,True,True,1,1,already_top3,-1.4975776672363281,as,-2.7448577880859375,1.2472801208496094,395,395,False,,
blogs,fe647385e8934d869c08d261ba262604a358a7082418ec109d6a3917992de0ce,force,baseline,1,True,False,,232,missing_still_below_top3,-7.831197738647461,power,-3.609994888305664,-4.221202850341797,266,267,False,,
blogs,fe647385e8934d869c08d261ba262604a358a7082418ec109d6a3917992de0ce,force,beam16,1,True,False,,232,missing_still_below_top3,-7.831197738647461,power,-3.609994888305664,-4.221202850341797,394,395,False,,
blogs,cabc98d4eebefe718f9bb866ac66dd8d3314f88b39d4c5a53ab8c13e188e5d42,how,baseline,1,True,True,15,15,covered_below_top3,-5.505121231079102,that,-3.1596622467041016,-2.345458984375,259,259,False,,
blogs,cabc98d4eebefe718f9bb866ac66dd8d3314f88b39d4c5a53ab8c13e188e5d42,how,beam16,1,True,True,16,16,covered_below_top3,-5.505121231079102,that,-3.1596622467041016,-2.345458984375,387,387,False,,
blogs,9134bc3a8054df8751179dad332786de55d8d30cc5836cc9f7cf5e2da9efa5df,was,baseline,1,True,True,4,4,covered_below_top3,-2.899768829345703,i,-2.7917022705078125,-0.10806655883789062,260,260,False,,
blogs,9134bc3a8054df8751179dad332786de55d8d30cc5836cc9f7cf5e2da9efa5df,was,beam16,1,True,True,4,4,covered_below_top3,-2.899768829345703,i,-2.7917022705078125,-0.10806655883789062,385,385,False,,
blogs,8a3a45ac9c16931b8304e58742820a06356dab7e3180d238153ad969014baf7b,at,baseline,1,True,True,40,40,covered_below_top3,-5.917621612548828,of,-2.9266624450683594,-2.9909591674804688,258,258,False,,
blogs,8a3a45ac9c16931b8304e58742820a06356dab7e3180d238153ad969014baf7b,at,beam16,1,True,True,40,40,covered_below_top3,-5.917621612548828,of,-2.9266624450683594,-2.9909591674804688,386,386,False,,
blogs,6ae9a8233ae0006692e733fab7dbe811f257308042e32824cb1f91a858c9b7ad,i,baseline,1,True,True,30,30,covered_below_top3,-6.248476028442383,was,-3.812917709350586,-2.435558319091797,255,255,False,,
blogs,6ae9a8233ae0006692e733fab7dbe811f257308042e32824cb1f91a858c9b7ad,i,beam16,1,True,True,30,30,covered_below_top3,-6.248476028442383,was,-3.812917709350586,-2.435558319091797,383,383,False,,
blogs,c8239036c7ba0f97df365063fb3ff245075aedc7576879a800cb5ef00a5dcf57,i,baseline,1,True,True,1,1,already_top3,-1.5532608032226562,the,-3.4556827545166016,1.9024219512939453,257,257,False,,
blogs,c8239036c7ba0f97df365063fb3ff245075aedc7576879a800cb5ef00a5dcf57,i,beam16,1,True,True,1,1,already_top3,-1.5532608032226562,they,-2.5067806243896484,0.9535198211669922,384,384,False,,
blogs,7d03b2aca820442d1dd4ed0758332bbf7c0221d6fc21adbdce3f3770b285ae6a,easily,baseline,1,True,True,96,96,covered_below_top3,-7.57145881652832,many,-2.5546207427978516,-5.016838073730469,262,262,False,,
blogs,7d03b2aca820442d1dd4ed0758332bbf7c0221d6fc21adbdce3f3770b285ae6a,easily,beam16,1,True,True,96,96,covered_below_top3,-7.57145881652832,many,-2.5546207427978516,-5.016838073730469,390,390,False,,
blogs,834f59365e75020a10a53d47e8e8ad53d12910d3ee6d4b5ff3c7c32bcdfbf393,which,baseline,1,True,True,5,5,covered_below_top3,-3.5694408416748047,one,-2.678743362426758,-0.8906974792480469,264,264,False,,
blogs,834f59365e75020a10a53d47e8e8ad53d12910d3ee6d4b5ff3c7c32bcdfbf393,which,beam16,1,True,True,5,5,covered_below_top3,-3.5694408416748047,one,-2.678743362426758,-0.8906974792480469,392,392,False,,
blogs,c80f10ca557aefbfa87690f531b64b36706a0a3def3a7f273afe4fbde70f3e71,of,baseline,1,True,True,1,1,already_top3,-0.2662849426269531,that,-4.500518798828125,4.234233856201172,257,257,False,,
blogs,c80f10ca557aefbfa87690f531b64b36706a0a3def3a7f273afe4fbde70f3e71,of,beam16,1,True,True,1,1,already_top3,-0.2662849426269531,that,-4.500518798828125,4.234233856201172,384,384,False,,
blogs,85b823a7393ea003b8c1fd3cf03bcae450129384d78f6ebf341f48f63e33b66e,greetings,baseline,1,True,False,,257,missing_still_below_top3,-9.49763298034668,is,-3.7738685607910156,-5.723764419555664,265,266,False,,
blogs,85b823a7393ea003b8c1fd3cf03bcae450129384d78f6ebf341f48f63e33b66e,greetings,beam16,1,True,False,,259,missing_still_below_top3,-9.49763298034668,is,-3.7738685607910156,-5.723764419555664,393,394,False,,
blogs,8c62b466ff3e7bad679361a0c4a94c8e8d1c980db7d24f1a942c3cea49c9d9cd,bad,baseline,1,True,True,11,11,covered_below_top3,-4.1342926025390625,good,-3.5402908325195312,-0.5940017700195312,256,256,False,,
blogs,8c62b466ff3e7bad679361a0c4a94c8e8d1c980db7d24f1a942c3cea49c9d9cd,bad,beam16,1,True,True,11,11,covered_below_top3,-4.1342926025390625,good,-3.5402908325195312,-0.5940017700195312,384,384,False,,
blogs,2225ec3cbc148f64c837bd4f0dfa7ca8d15d475f90d759ac9d6746e670f48b58,by,baseline,1,True,True,44,44,covered_below_top3,-5.870197296142578,of,-3.4161128997802734,-2.4540843963623047,263,263,False,,
blogs,2225ec3cbc148f64c837bd4f0dfa7ca8d15d475f90d759ac9d6746e670f48b58,by,beam16,1,True,True,46,46,covered_below_top3,-5.870197296142578,of,-3.4161128997802734,-2.4540843963623047,391,391,False,,
blogs,78ce70ab8fcd0433ee30382fe3d07bfa99bcc9551dbaadaf1bce0ff3b72043d2,a,baseline,1,True,True,7,7,covered_below_top3,-3.5404052734375,it,-2.3914413452148438,-1.1489639282226562,256,256,False,,
blogs,78ce70ab8fcd0433ee30382fe3d07bfa99bcc9551dbaadaf1bce0ff3b72043d2,a,beam16,1,True,True,7,7,covered_below_top3,-3.5404052734375,it,-2.3914413452148438,-1.1489639282226562,384,384,False,,
blogs,87877f6b81280379d0fc181f082d80c0a7fc942a8038c03eb870ce02c115e670,abandonment,baseline,1,True,False,,203,missing_still_below_top3,-7.808538436889648,ice,-3.5568199157714844,-4.251718521118164,269,270,False,,
blogs,87877f6b81280379d0fc181f082d80c0a7fc942a8038c03eb870ce02c115e670,abandonment,beam16,1,True,False,,232,missing_still_below_top3,-7.808538436889648,ice,-3.5568199157714844,-4.251718521118164,397,398,False,,
blogs,d58f95aac1deaa47a480250ca69c64722f6033cf98241eb12c54075b4e8c0cbf,carry,baseline,1,True,False,,247,missing_still_below_top3,-9.499748229980469,i,-3.729307174682617,-5.770441055297852,255,256,False,,
blogs,d58f95aac1deaa47a480250ca69c64722f6033cf98241eb12c54075b4e8c0cbf,carry,beam16,1,True,False,,255,missing_still_below_top3,-9.499748229980469,i,-3.729307174682617,-5.770441055297852,383,384,False,,
blogs,02822979e79f67ce6acf619f7ac6f6811666876fb03211931a0d22f5e2f357c9,to,baseline,1,True,True,1,1,already_top3,-1.5057296752929688,here,-3.4843502044677734,1.9786205291748047,258,258,False,,
blogs,02822979e79f67ce6acf619f7ac6f6811666876fb03211931a0d22f5e2f357c9,to,beam16,1,True,True,1,1,already_top3,-1.5057296752929688,here,-3.4843502044677734,1.9786205291748047,386,386,False,,
blogs,62398e7fe9510a2356e4ac9a0605e35d2f75d6537c9e5f6a0ef16a11df64f3c2,are,baseline,1,True,True,2,2,already_top3,-2.192108154296875,normally,-2.629596710205078,0.4374885559082031,256,256,False,,
blogs,62398e7fe9510a2356e4ac9a0605e35d2f75d6537c9e5f6a0ef16a11df64f3c2,are,beam16,1,True,True,2,2,already_top3,-2.192108154296875,normally,-2.629596710205078,0.4374885559082031,384,384,False,,
blogs,125a21d647198b9a9b4e532e1c21173099b5b77a2505eca5d495dd18b38ee645,you're,baseline,2,True,True,21,21,covered_below_top3,-5.491649627685547,a,-3.2961807250976562,-2.1954689025878906,245,245,False,,
blogs,125a21d647198b9a9b4e532e1c21173099b5b77a2505eca5d495dd18b38ee645,you're,beam16,2,True,True,21,21,covered_below_top3,-5.491649627685547,a,-3.2961807250976562,-2.1954689025878906,370,370,False,,
blogs,4d0020fcf352e469a312236972f4d1d7fcc55128719c4b47a8c3279484cc2335,craving,baseline,1,True,True,20,20,covered_below_top3,-4.721996307373047,hooked,-3.3313140869140625,-1.3906822204589844,260,260,False,,
blogs,4d0020fcf352e469a312236972f4d1d7fcc55128719c4b47a8c3279484cc2335,craving,beam16,1,True,True,22,22,covered_below_top3,-4.721996307373047,hooked,-3.3313140869140625,-1.3906822204589844,388,388,False,,
blogs,ff506e4767af50216ac5a9b0569f13991d6dfa9ea57ac2e3a34de3687712c5ae,myself,baseline,1,True,True,30,30,covered_below_top3,-5.257293701171875,was,-2.74163818359375,-2.515655517578125,255,255,False,,
blogs,ff506e4767af50216ac5a9b0569f13991d6dfa9ea57ac2e3a34de3687712c5ae,myself,beam16,1,True,True,30,30,covered_below_top3,-5.257293701171875,was,-2.74163818359375,-2.515655517578125,383,383,False,,
blogs,94231909c40f07766cf97675658be0eb54956ef50a074d39a685824e15438b3d,now,baseline,1,True,True,1,1,already_top3,-0.00899505615234375,here,-7.152944564819336,7.143949508666992,253,253,False,,
blogs,94231909c40f07766cf97675658be0eb54956ef50a074d39a685824e15438b3d,now,beam16,1,True,True,1,1,already_top3,-0.00899505615234375,here,-7.152944564819336,7.143949508666992,381,381,False,,
blogs,49a0ee2e414502b63d9df3d56c069e4f3895b41506ade52623cda2dacae3f022,out,baseline,1,True,True,48,48,covered_below_top3,-6.302791595458984,it,-3.8291358947753906,-2.4736557006835938,256,256,False,,
blogs,49a0ee2e414502b63d9df3d56c069e4f3895b41506ade52623cda2dacae3f022,out,beam16,1,True,True,49,49,covered_below_top3,-6.302791595458984,it,-3.8291358947753906,-2.4736557006835938,384,384,False,,
blogs,48c2d41352191f36f12cce7ff0364f45f7fe2c0830b9313412e361daa76b25cf,it,baseline,1,True,True,1,1,already_top3,-0.11516571044921875,a,-5.619318008422852,5.504152297973633,255,255,False,,
blogs,48c2d41352191f36f12cce7ff0364f45f7fe2c0830b9313412e361daa76b25cf,it,beam16,1,True,True,1,1,already_top3,-0.11516571044921875,a,-5.619318008422852,5.504152297973633,383,383,False,,
blogs,c5dc16b9b66ed2581bfd3b55c3b434c368c281fe8da26099c3f65a756d49d2d3,private,baseline,1,True,True,5,5,covered_below_top3,-3.8343238830566406,individuals,-3.537395477294922,-0.29692840576171875,260,260,False,,
blogs,c5dc16b9b66ed2581bfd3b55c3b434c368c281fe8da26099c3f65a756d49d2d3,private,beam16,1,True,True,5,5,covered_below_top3,-3.8343238830566406,individuals,-3.537395477294922,-0.29692840576171875,388,388,False,,
blogs,25bf1823372cac021e74991c577919cb77df32328e8310f6891118e46f7b0afe,control,baseline,1,True,True,29,29,covered_below_top3,-5.712453842163086,love,-2.460111618041992,-3.2523422241210938,257,257,False,,
blogs,25bf1823372cac021e74991c577919cb77df32328e8310f6891118e46f7b0afe,control,beam16,1,True,True,29,29,covered_below_top3,-5.712453842163086,love,-2.460111618041992,-3.2523422241210938,385,385,False,,
blogs,99297c1b0394f506185f5c7caf08666e663565bdd3b300b86e65fd4fff2bd1f7,co,baseline,1,True,True,22,22,covered_below_top3,-6.045497894287109,other,-4.185707092285156,-1.8597908020019531,261,261,False,,
blogs,99297c1b0394f506185f5c7caf08666e663565bdd3b300b86e65fd4fff2bd1f7,co,beam16,1,True,True,22,22,covered_below_top3,-6.045497894287109,other,-4.185707092285156,-1.8597908020019531,389,389,False,,
blogs,78b55d6b0f18438c47e60fce7e1b4234a0a7375c0f83b3afab4cb125ace2f96b,isn't,baseline,2,True,False,,233,missing_still_below_top3,-10.835561752319336,in,-3.8302669525146484,-7.0052947998046875,263,264,False,,
blogs,78b55d6b0f18438c47e60fce7e1b4234a0a7375c0f83b3afab4cb125ace2f96b,isn't,beam16,2,True,False,,242,missing_still_below_top3,-10.835561752319336,in,-3.8302669525146484,-7.0052947998046875,391,392,False,,
blogs,4e56cdabed510a78bff69e4e7dd0386e670d803935709b84e3166dd1c4e2b39a,purpose,baseline,1,True,True,52,52,covered_below_top3,-5.813938140869141,spark,-3.0236892700195312,-2.7902488708496094,271,271,False,,
blogs,4e56cdabed510a78bff69e4e7dd0386e670d803935709b84e3166dd1c4e2b39a,purpose,beam16,1,True,True,53,53,covered_below_top3,-5.813938140869141,spark,-3.0236892700195312,-2.7902488708496094,399,399,False,,
blogs,81a2e1df0e2008e3c66562bcfbae4a8fce030a337c9503eaf7744a0ec5a3aeca,have,baseline,1,True,True,2,2,already_top3,-2.9252490997314453,will,-3.882589340209961,0.9573402404785156,259,259,False,,
blogs,81a2e1df0e2008e3c66562bcfbae4a8fce030a337c9503eaf7744a0ec5a3aeca,have,beam16,1,True,True,2,2,already_top3,-2.9252490997314453,will,-3.882589340209961,0.9573402404785156,387,387,False,,
blogs,21fc094822685d1b42829562e9b20fc04500bc9ffe43ac0caaf104448e242180,total,baseline,1,True,False,,237,missing_still_below_top3,-10.114330291748047,at,-3.6648426055908203,-6.449487686157227,255,256,False,,
blogs,21fc094822685d1b42829562e9b20fc04500bc9ffe43ac0caaf104448e242180,total,beam16,1,True,False,,245,missing_still_below_top3,-10.114330291748047,at,-3.6648426055908203,-6.449487686157227,383,384,False,,
blogs,99dba9a6a0e3d175783facc4da880a998e55a6ba3191f9e797e333df760e04c1,i,baseline,1,True,True,1,1,already_top3,-2.1052780151367188,so,-3.171895980834961,1.0666179656982422,256,256,False,,
blogs,99dba9a6a0e3d175783facc4da880a998e55a6ba3191f9e797e333df760e04c1,i,beam16,1,True,True,1,1,already_top3,-2.1052780151367188,so,-3.171895980834961,1.0666179656982422,383,383,False,,
blogs,9c80a57bf0374f50d9139dde80c889481b2fdf9f5e1f66e2f0dede2504e7fc11,swinburne,baseline,4,True,False,,148,missing_still_below_top3,-9.360797882080078,malaysia,-3.2043190002441406,-6.1564788818359375,262,263,False,,
blogs,9c80a57bf0374f50d9139dde80c889481b2fdf9f5e1f66e2f0dede2504e7fc11,swinburne,beam16,4,True,False,,194,missing_still_below_top3,-9.360797882080078,universiti,-3.0246334075927734,-6.336164474487305,390,391,False,,
blogs,d6732e82c7c7c93932196cca218a17cc01d85c909e5c3a596ce816c8c176499b,also,baseline,1,True,True,138,138,covered_below_top3,-7.353271484375,how,-3.4346752166748047,-3.9185962677001953,266,266,False,,
blogs,d6732e82c7c7c93932196cca218a17cc01d85c909e5c3a596ce816c8c176499b,also,beam16,1,True,True,147,147,covered_below_top3,-7.353271484375,how,-3.4346752166748047,-3.9185962677001953,394,394,False,,
blogs,c329ccf68f3d1473f59497cd2ddeb670fa914c495cf411ba9cafb25a93a3d917,have,baseline,1,True,True,1,1,already_top3,-3.093019485473633,want,-3.905599594116211,0.8125801086425781,258,258,False,,
blogs,c329ccf68f3d1473f59497cd2ddeb670fa914c495cf411ba9cafb25a93a3d917,have,beam16,1,True,True,1,1,already_top3,-3.093019485473633,want,-3.905599594116211,0.8125801086425781,385,385,False,,
blogs,3b84ebce6ba992d9e3dadeed4c7f7c006a25dbb0cc7d08f2d44fd0d71b97a2df,of,baseline,1,True,True,1,1,already_top3,-1.1140327453613281,the,-3.4739646911621094,2.3599319458007812,261,261,False,,
blogs,3b84ebce6ba992d9e3dadeed4c7f7c006a25dbb0cc7d08f2d44fd0d71b97a2df,of,beam16,1,True,True,1,1,already_top3,-1.1140327453613281,the,-3.4739646911621094,2.3599319458007812,389,389,False,,
blogs,c42b839afbb205b2384d1dd940a6e59e0a1f362d1c8ace78dddde19b54cf800d,which,baseline,1,True,True,31,31,covered_below_top3,-5.466564178466797,pay,-2.919788360595703,-2.5467758178710938,260,260,False,,
blogs,c42b839afbb205b2384d1dd940a6e59e0a1f362d1c8ace78dddde19b54cf800d,which,beam16,1,True,True,31,31,covered_below_top3,-5.466564178466797,pay,-2.919788360595703,-2.5467758178710938,388,388,False,,
news,39689551a658251ab71594ed7115c7a6509428446424c987ef0334f4e1259cf2,lore,baseline,1,True,True,3,3,already_top3,-3.0955028533935547,magic,-3.439016342163086,0.34351348876953125,266,266,False,,
news,39689551a658251ab71594ed7115c7a6509428446424c987ef0334f4e1259cf2,lore,beam16,1,True,True,3,3,already_top3,-3.0955028533935547,magic,-3.439016342163086,0.34351348876953125,394,394,False,,
news,6c2ecc04f145627cf6e3af34bbf5fceab3446b954aeb6d2cd83bc149efeee194,to,baseline,1,True,True,2,2,already_top3,-2.5188369750976562,in,-2.8008384704589844,0.2820014953613281,259,259,False,,
news,6c2ecc04f145627cf6e3af34bbf5fceab3446b954aeb6d2cd83bc149efeee194,to,beam16,1,True,True,2,2,already_top3,-2.5188369750976562,in,-2.8008384704589844,0.2820014953613281,387,387,False,,
news,f294c79166f854531a597096235f35d4b90621bd2f1e6c1a36bfe2a7caa6c144,week,baseline,1,True,True,1,1,already_top3,-1.1346664428710938,summer,-2.977884292602539,1.8432178497314453,257,257,False,,
news,f294c79166f854531a597096235f35d4b90621bd2f1e6c1a36bfe2a7caa6c144,week,beam16,1,True,True,1,1,already_top3,-1.1346664428710938,summer,-2.977884292602539,1.8432178497314453,385,385,False,,
news,1a66f0288092379e7c51f0169eb3e0aee0a661d07e1c3cae13f925c8e58ac0e4,i,baseline,1,True,True,1,1,already_top3,-1.1663284301757812,then,-3.4219417572021484,2.255613327026367,257,257,False,,
news,1a66f0288092379e7c51f0169eb3e0aee0a661d07e1c3cae13f925c8e58ac0e4,i,beam16,1,True,True,1,1,already_top3,-1.1663284301757812,to,-3.300687789916992,2.134359359741211,384,384,False,,
news,ca147c951ee4d9853546c34222eed78802527f4887856cd2889ec07a345d7ce5,revenue,baseline,1,True,True,1,1,already_top3,-1.8788032531738281,services,-2.8943634033203125,1.0155601501464844,269,269,False,,
news,ca147c951ee4d9853546c34222eed78802527f4887856cd2889ec07a345d7ce5,revenue,beam16,1,True,True,1,1,already_top3,-1.8788032531738281,services,-2.8943634033203125,1.0155601501464844,397,397,False,,
news,839e8f0cc656dd3309e4dd0144311fd085253962f1976a46ed9512608f19c2af,bear,baseline,1,True,False,,213,missing_still_below_top3,-11.145208358764648,his,-2.572895050048828,-8.57231330871582,258,259,False,,
news,839e8f0cc656dd3309e4dd0144311fd085253962f1976a46ed9512608f19c2af,bear,beam16,1,True,False,,216,missing_still_below_top3,-11.145208358764648,his,-2.572895050048828,-8.57231330871582,386,387,False,,
news,37ad009ab98fd6a08ca9c0f908964a8e4d48070a2b1a95f160564e77129f44fa,a,baseline,1,True,True,1,1,already_top3,-0.8245468139648438,her,-2.9183712005615234,2.0938243865966797,259,259,False,,
news,37ad009ab98fd6a08ca9c0f908964a8e4d48070a2b1a95f160564e77129f44fa,a,beam16,1,True,True,1,1,already_top3,-0.8245468139648438,her,-2.9183712005615234,2.0938243865966797,387,387,False,,
news,f78e73021a8caef1bc4e6c5f91f0e1da70aaf340c6b7934383b441f2acb63b44,s,baseline,1,True,True,1,1,already_top3,-1.4756507873535156,c,-5.433534622192383,3.957883834838867,260,260,False,,
news,f78e73021a8caef1bc4e6c5f91f0e1da70aaf340c6b7934383b441f2acb63b44,s,beam16,1,True,True,1,1,already_top3,-1.4756507873535156,c,-5.433534622192383,3.957883834838867,388,388,False,,
news,0e66323d8a74c4a0cbc1cc636b10af05c0e4b1d5f0c292d173d9ba8dd631f354,concession,baseline,1,True,True,12,12,covered_below_top3,-4.826272964477539,attempt,-2.4511871337890625,-2.3750858306884766,270,270,False,,
news,0e66323d8a74c4a0cbc1cc636b10af05c0e4b1d5f0c292d173d9ba8dd631f354,concession,beam16,1,True,True,12,12,covered_below_top3,-4.826272964477539,attempt,-2.4511871337890625,-2.3750858306884766,398,398,False,,
news,d823d0c6826a6086c07837b8b036ff2d50385575f290b3819667e1a10f821493,sheriff,baseline,1,True,True,146,146,covered_below_top3,-8.423973083496094,at,-2.7360591888427734,-5.68791389465332,264,264,False,,
